Burgers' Smokehouse,Bacon Wrapped Pork Tenderloin Filet,,,280,180,20,7,2,1,pc
Schiff,"Bar, Apple Cinnamon Yogurt",Apple Cinnamon Yogurt,"Other Ingredients: Corn Syrup, Coating,Sugar, Fractionated Palm Kernel Oil, Whey Powder, Nonfat Milk Powder, Yogurt Powder, Lecithin,as an Emulsifier and Vanilla, Soy Protein, Crisp Rice,Soy Protein Isolate, Rice Flour, Malt, Soy Protein Isolate, High Fructose Corn Syrup, Defatted Soy Grits, Dehydrated Apples, Gum,Gellan Gum, Sodium Citrate, Crystalline Fructose, Natural Flavors, Tricalcium Phosphate, Lecithin,as an Emulsifier, Date Paste, Fig Paste, Glycerin, Vitamin/Mineral Premix,Ascorbic Acid, DL-Alpha-Tocopheryl Acetate, Retinyl Palmitate, Niacinamide, Zinc Oxide, Reduced Iron, Copper Gluconate, Calcium Pantothenate, Vitamin D3, Pyridoxine Hydrochloride, Riboflavin, Thiamin Mononitrate, Cyanocobalamin, Folic Acid, Biotin, Potassium Iodide, Dicalcium Phosphate, Cinnamon Powder, Chromium Polynicotinate, Selenium Amino Acid Chelate",270,50,6,4,1,1,bar
Nalley,"Bread & Butter Pickles, Sweet & Slightly Tangy",Sweet & Slightly Tangy,"Fresh Cucumbers, High Fructose Corn Syrup, Vinegar, Contains 2% Or Less of Water, Salt, Spices, Dehydrated Onions, Natural Flavorings, Calcium Chloride, Turmeric,Color, Polysorbate 80, Yellow 5",35,0,0,0,28,28,G
Lucerne,"Smoothie, Light, Strawberry","Light, Strawberry","Cultured Nonfat Milk, Strawberry Fruit Base,Strawberries, Crystalline Fructose, Natural Flavor, Corn Starch-Modified, Sucralose, Citric Acid, Artificial Color,FD&C Red 40, Inulin,Polyfructose, Whey Protein Concentrate, Vitamin Premix,Magnesium Phosphate, Maltodextrin, Sodium Ascorbate, Vitamin E,Tocopheryl Acetate, Ferric Orthophosphate, Vitamin A Palmitate, Niacinamide, Zinc, Oxide, D-Calcium Pantothenate, Manganese Sulfate, Vitamin D3,Cholecalciferol, Pyridoxine Hydrochloride, Thiamine Mononitrate, Chromium Chloride, Sodium Selenite, Riboflavin, Vitamin B12,Cyanocobalamin, Folic Acid, Potassium Iodide, Biotin, Acesulfame Potassium,a Sweetener, Potassium Sorbate,to Maintain Freshness",130,0,0,0,1,1,bottle
TasteTations,"Hard Candies, Chocolate",Chocolate,"Sugar, High Maltose Corn Syrup, Cream, Milk Fat, Cocoa Processed with Alkali, Salt, Vanillin,an Artificial Flavoring, and Soya Lecithin,an Emulsifier",60,15,1,1,13,3,pc
Chef Solutions,Broccoli Cheddar Rice,,,190,120,13,8,10,0.5,cup
Breadsmith Grocery,Traditional Egg Challah,,"Unbleached Unbromated Flour, Water, Eggs, White Sugar, Margarine, Salt, Vanilla, Yeast",86,14,1,0,21,1,oz
Our Family,"Tomatoes, Stewed Italian",Stewed Italian,"Tomatoes, Tomato Juice, Sugar, Salt, Dehydrated Onion, Dehydrated Celery, Dehydrated Bell Peppers, Spices, Calcium Chloride, Citric Acid, Natural Flavors",35,0,0,0,3.5,0.5,cup
Rosina,Meatballs,,"Beef, Water, Bread Crumbs,Enriched Flour,Containing: Wheat Flour, Niacin, Reduced Iron, Thiamin Mononitrate, Riboflavin and Folic Acid, Corn Syrup, Sugar, Vegetable Shortening,One or More of the Following: Hydrogenated Soy Bean Oil and/or Cottonseed Oil, Yeast, Contains 2% or Less of the Following: Salt, Soy Flour, Whey, Dough Conditioner,Sodium-Stearoyl, 2 Lactylate, Calcium Propionate, Textured Soy Protein Concentrate,Soy Protein Concentrate, Caramel Color, Egg Whites, Soy Protein Concentrate, Contains 2% or Less of the Following: Romano Cheese,Sheep's Milk, Rennet, Salt, Dehydrated Onion, Pepper, Garlic Powder, Oregano, Parsley, Spices, Flavorings, Corn Syrup Solids, Salt, Sodium Phosphate",270,200,23,9,5,3,meatballs
Archer Farms,"Potato Chips, Grilled Cheese",,,140,70,8,1,8,12,chips
T.G.I. Friday's,"Happy Hour Snack Mix, Cheddar Bacon",,,140,60,7,1,3,1,oz
Rana,Ravioli Chicken Rosemary,,,290,100,11,4.5,3.5,1,cup
Salute Sante!,Grapeseed Oil,,Grapeseed Oil,120,120,14,1,68,1,tbsp
180 Energy,"X-3 (3-Carbs), Lemon-Lime Citrus Blast",Lemon-Lime Citrus Blast,"Carbonated Water, High Fructose Corn Syrup, Citric Acid, Natural Flavors, Sodium Bisulfate, Ascorbic Acid,Vitamin C, Caffeine, Potassium Sorbate and Sodium Benzoate,Preserve Freshness, Gum Arabic, Sodium Citrate, Sucralose, Pyridoxine Hydrochloride,Vitamin B6, Vitamin B12, FD&C Yellow No 5, FD&C Yellow No 6, FD&C Blue No 1",10,0,0,0,0,1,can
Mantova,Pesto Alla Genovese,,,130,120,13,2,6,2,tbsp
Philadelphia,"Spreadable Cheese, Parmesan With Garlic & Herbs",Parmesan With Garlic & Herbs,"Cream Cheese,Pasteurized Milk and Cream, Cheese Culture, Salt, Carob Bean Gum, Skim Milk, Parmesan Cheese,Pasteurized Part-Skim Milk, Cheese Culture, Salt, Enzymes, Cream, Garlic Juice, Contains Less than 1%  of Shredded Asiago Cheese,Pasteurized Part-Skim Milk, Cheese Culture, Salt, Enzymes, Romano Cheese Made from Cow's Milk,Pasteurized Part-Skim Cows Milk, Cheese Culture, Salt, Enzymes, Spice, Sorbic Acid to Preserve Freshness, Guar Gum, Salt, Xanthan Gum, Lactic Acid, Onion Juice Concentrate, Natural Flavor",90,80,9,5,7,2,tbsp
Supremo Italiano,Pepperoncini,,,10,0,0,0,47,3,peppers
President's Choice,"Burgers, Bison",,,260,162,18,8,0,1,burger
Go Lite!,"Popped Chips, Sweet Maui Onion",,,140,30,3.5,0,1,20,chips
Chef Hans',"Cajun Shrimp, Crawfish & Crab Boil",,"Salt, Spices,,Includes Black Pepper, Red Pepper and Paprika, Dehydrated Onion and Garlic, Dextrose, Herbs, Natural and Artificial Lemon and Other Spice Extractives, Citric Acid",0,0,0,0,151,0.5,tsp
Nasoya,"Vegi-Dressing, Creamy Dill",Creamy Dill,"Soymilk,Water, Organic Soybeans, Sunflower and/or Soybean Oil, Cane Juice,Dried, Vinegar,Salt, Xanthan Gum, Garlic Powder, Onion Powder, Lemon Juice Concentrate, Spices, Spinach,Dried, Natural Flavor",70,60,7,0,11,2,tbsp
Musco Family Olive Co.,Pitted California Ripe Olives,,,25,20,2,0,12,3,olives
Gilda,Mini Toasts,,,68,18,2,1,7,8,toast
Western Family,Apple Juice from Concentrate with Added Vitamin C,,"Water, Apple Juice Concentrate, Ascorbic Acid,Vitamin C",110,0,0,0,8,8,fl oz
Wolfgang Puck,"Soup, Organic, Signature Tortilla","Organic, Signature Tortilla","Water, Organic Vegetable Stock,Water, Vegetables,Certified Organic Ingredient, Reconstituted Vegetables,Certified Organic Ingredient,,Carrots,Certified Organic Ingredient, Celery,Certified Organic Ingredient, Onions,Certified Organic Ingredient, Tomatoes,Certified Organic Ingredient, Organic Diced Tomatoes in Organic Tomato Juice, Organic Corn, Organic Tomato Puree,Water, Organic Tomato Paste, Organic Onions, Organic Black Beans, Organic White Corn Masa, Organic Red Peppers, Contains Less than 2% of: Organic Extra Virgin Olive Oil, Organic Evaporated Cane Sugar Juice, Salt, Organic Spice, Organic Cane Sugar, Organic Maltodextrin, Organic Soy Sauce,Water, Soybeans,Certified Organic Ingredient, Salt, Alcohol,Certified Organic Ingredient, Sea Salt, Organic Jalapeno Peppers, Organic Cilantro, Organic Oregano, Flavoring, Organic Dehydrated Onion, Organic Potato Starch, Yeast Extract, Organic Dehydrated Garlic Gluten free",140,30,3,1,2,1,cup
Jenny's Cuisine,Chocolate Cakes,,,160,27,3,1,0,51,g
Labrada Nutrition,"Lean Body, Strawberries & Cream",,,260,80,9,1,1,1,drink box
Rosenberger's Dairies,"Milk, 2% Reduced Fat, Vitamin D Added","2% Reduced Fat, Vitamin D Added","Reduced Fat Milk, Vitamin A Palmitate and Vitamin D3 Added",130,45,5,3,2,1,cup
Texas Pete,Kickin' Sweet Potato Fries Straight Cut,,,140,60,6,1,7,3,oz
Chabaso Bakery,Rustic Ciabatta Loaf,,,150,0,0.5,0,4,2,inch slice
Island Princess,Lightly Salted Macadamia Nuts,,,110,100,11,2,5,0.5,oz
Embasa,"Carrots, In Escabeche 7 Oz",In Escabeche 7 Oz,"Carrots, Onions, Jalapeno Peppers, Water, Vinegar, Salt, Sugar, Spices and Calcium Chloride",15,0,0,0,7,30,G
AMPM,"Candy, Gummi Worms",Gummi Worms,"Corn Syrup, Sugar, Gelatin, Citric Acid, White Grape Juice Concentrate, Hydrogenated Coconut Oil,Adds a Trivial Amount of Fat, Natural and Artificial Flavor, Carnauba Wax, Red 40, Yellow 5, Yellow 6, Blue 1, Beeswax",190,0,0,0,1,1,package
Archer Farms,Monster Trail Mix,,"Peanuts, Chocolate Candies,Milk Chocolate,Sugar, Chocolate, Skim Milk, Cocoa Butter, Lactose, Milkfat, Soy Lecithin, Salt, Artificial Flavors, Sugar, Cornstarch, Less than 1% of the Following: Corn Syrup, Dextrin, Coloring,Includes Blue 1 Lake, Red 40 Lake, Yellow 6, Yellow 5, Red 40, Blue 1, Blue 2 Lake, Yellow 6 Lake, Yellow 5 Lake, Blue 2, Gum Acacia, Raisins Coated with Less than 1% Sunflower and/or Canola Oil, Milk Chocolate Chips,Sugar, Cocoa Butter, Whole Milk Powder, Chocolate Liquor, Soy Lecithin, Vanillin,Artificial Flavoring, Peanut Butter Chips,Sugar, Partially Hydrogenated Vegetable Oil,Palm Kernel and/or Soybean, Partially Defatted Peanuts, Nonfat Dry Milk Powder, Whey Powder, Reduced Minerals Whey, Peanut Butter,Peanuts, Hydrogenated Rapeseed and Cottonseed Oil, Dextrose, Contains 1% or Less of the Following: Salt, Soy Lecithin and Vanillin,Artificial Flavor, Vegetable Oil,Peanut, Cottonseed, Soybean and/or Sunflower Seed",170,90,9,3.5,11,0.25,cup
Fresh Gourmet,Oven Roasted Sliced Almonds,,,40,35,3.5,0,14,1,tbsp
Godiva Chocolatier,"Dark Chocolates, Assorted",Assorted,"Bittersweet Chocolate,Chocolate Liquor,Processed with Alkali, Sugar, Cocoa Butter, Butteroil, Milk, Soy Lecithin,Emulsifier, Natural Flavor, Heavy Cream, High Fructose Corn Syrup, Invert Sugar, Sugar, Milk, Evaporated Milk,Vitamin D, Partially Hydrogenated Palm Kernel Oil, Brown Sugar, Cocoa Butter, Chocolate Liquor, Breakfast Cocoa, Soy Lecithin,Emulsifier, Salt, Natural Flavor",200,100,11,7,3,5,pieces
Baci,"Dark Chocolate, with Whole & Chopped Hazelnuts",with Whole & Chopped Hazelnuts,"Sugar, Hazelnuts, Chocolate Processed with Alkali, Cocoa Butter, Milk, Milkfat, Soy Lecithin, Vanillin - an Artificial Flavour",150,100,11,4,1,1,package
Ghirardelli Chocolate,Spring Caramel Chocolate Trio,,,220,120,13,8,5,3,squares
La Croix,"Sparkling Water, Orange",,,0,0,0,0,4,8,fl oz
Hy-Vee,"Coffee Creamer, Original",Original,"Corn Syrup Solids, Partially Hydrogenated Soybean Oil, Sodium Caseinate,a Milk Derivative, Dipotassium Phosphate, Mono and Diglycerides, Silicon Dioxide, Artificial Color, Sodium Stearoyl Lactylate, Soy Lecithin, Artificial Flavor",10,5,0,0,312,1,teaspoon
Giant Eagle Market District,Chocolate Covered Mini Pretzels,,,150,60,7,4,2,4,pretzels
Original,"Turkey Breast (854002), Oven Roasted",Oven Roasted,"Turkey Breast Meat, Turkey Broth, Contains 2% Or Less Salt, Modified Food Starch, Sodium Phosphate, Carrageenan, Flavoring",0,0,0,0,0,56,G
Sanders,Milk Chocolate Cashew Torties,,,180,100,11,5,2.3,3,pieces
M-Azing,"Ghostly Giggles, Minis, Crunchy","Minis, Crunchy","Milk Chocolate,Sugar, Cocoa Butter, Skim Milk, Chocolate, Milkfat, Lactose, Soy Lecithin, PGPR, Artificial Flavors, Salt, Rice Flour, Sugar, Less than 2% - Cocoa Butter, Barley Malt Extract, Salt, Coloring,Includes Yellow 6 Lake, Yellow 5 Lake, Red 40 Lake, Blue 1 Lake, Turmeric Yellow 5, Yellow 6, Blue 1, Red 40, Blue 2 Lake, Blue 2, Cornstarch, Corn Syrup, Dextrose, Calcium Carbonate, PGPR, Dextrin",200,90,10,6,8,6,pieces
Season,"Tuna, Albacore, Solid White in Water","Albacore, Solid White in Water","Solid White Albacore Tuna, Water, Salt",70,10,1,0,2,0.25,cup
Tolerex,"Maintenance Elemental Diet, Unflavored Powder",Unflavored Powder,"Maltodextrin,Corn, Magnesium Gluconate, L-Glutamine, Calcium Glycerophosphate, L-Arginine Acetate, Food Starch Modified,Corn, L-Aspartic Acid, Glycine, L-Lysine Acetate, L-Leucine, Safflower Oil, Potassium Chloride, L-Proline, L-Phenylalanine, L-Valine, L-Alanine, L-Methionine, L-Threonine, L-Isoleucine, Sodium Phosphate Dibasic, L-Serine, Potassium Sorbate, Potassium Citrate, L-Histidine Monohydrochloride Monohydrate, Sodium Citrate, L-Tryptophan, L-Tyrosine, Choline Bitartrate, Polyoxyethylene Sorbitan Monooleate, Ascorbic Acid, Ferrous Sulfate, Alpha Tocopheryl Acetate, Zinc Sulfate, Niacinamide, Copper Gluconate, Calcium Pantothenate, Manganese Sulfate, Ascorbyl Palmitate,to Preserve Freshness, Vitamin A Palmitate, Alpha Tocopherol,to Preserve Freshness, Pyridoxine Hydrochloride, Riboflavin, Thiamine Hydrochloride, Chromic Acetate, Folic Acid, BHA/BHT,to Preserve Freshness, Biotin, Potassium Iodide, Sodium Molybdate, Sodium Selenite, Phytonadione,Vitamin K1, Cholecalciferol,Vitamin D3, Cyanocobalamin,Vitamin B12",375,0,0,0,0,100,g
CapriSun,"Flavored Juice Drink, Fruit Punch",,,130,0,0,0,0,1,pouch
Gold Emblem,"Mixed Nuts, Deluxe, No Peanuts","Deluxe, No Peanuts","Cashews, Almonds, Brazil Nuts, Filberts/Hazelnuts, Pecans, Peanut and/or Canola and/or Cottonseed Oil, Sea Salt",170,140,15,2,9,0.25,cup
Trucchi's Supermarkets,Fork Split English Muffins,,,130,10,1.5,0.5,6,1,muffin
J & Ds,"Croutons, Bacon",Bacon,"Enriched Wheat Flour,Wheat Flour, Malted Barley Flour, Niacin, Reduced Iron, Thiamin Mononitrate, Riboflavin, and Folic Acid, Water, Canola Oil, Bacon Flavored Seasoning,Salt, Paprika, Garlic, Maltodextrin, Natural Flavor, Autolyzed Yeast Extract and Less than 2% Silicon Dioxide Added to Prevent Caking, Palm Oil Shortening, Dextrose, Sea Salt, and Yeast",30,12,1,0,18,6,croutons
Signature Pick 5,Corndogs,,"Batter: Water, Enriched Wheat Flour and Enriched Corn Meal,Both Enriched with: Niacin, Iron, Thiamine Mononitrate, Riboflavin, Folic Acid, Sugar, Salt, Baking Powder,Sodium Aluminum Phosphate, Sodium Bicarbonate, Whey Solids, Soy Flour, Whole Dried Eggs, Fried in Vegetable Oil Chicken Frank: Mechanically Separated Chicken, Water, Salt, Contains 2% or Less of the Following: Corn Syrup Solids, Spices, Potassium Lactate, Sodium Phosphate, Sodium Diacetate, Flavorings Sodium Erythorbate, Sodium Nitrite",270,140,15,0,6,1,corn dog
Maple Leaf Natural Selections,"Pizza Snacks, Pepperoni & Bacon",,,210,72,8,3.5,0,1,pizza snack
Trader Joe's,Just Chicken,,,130,25,2.5,1,5,3,oz
Morton & Bassett Spices,Pure Vanilla Extract,,,12,0,0,0,23,1,tsp
Ultimate Nutrition,"Massive Whey Gainer, Delicious Strawberry Flavor",Delicious Strawberry Flavor,"Premium Ultra and Microfiltrated Whey Protein,High Protein Concentrate and Isolate, Glucose Polymers,Maltodextrin, Crystalline Fructose, Natural Strawberry Flavor, Natural and Artificial Vanilla Flavor, Beet Powder,Color, Ascorbic Acid, Vitamin A Palmitate, Niacinamide, Calcium Pantothenate, Vitamin D3, Riboflavin, Vitamin E Acetate, Thiamin Mononitrate, Pyridoxine HCL, Vitamin B12, Folic Acid, and Biotin Essential Amino Acids: L-Leucine,7020 mg, L-Isoleucine,3390 mg, L-Valine,2626 mg, L-Lysine,5826 mg, L-Threonine,2294 mg, L-Methionine,1127 mg, L-Phenylalanine,2116 mg, L-Tryptophan,1401 mg Non-Essential Amino Acids: L-Arginine,1003 mg, L-Aspartic Acid,5641 mg, L-Cystine/Cystein,2024 mg, L-Alanine,2778 mg, L-Glutamic Acid,9276 mg, L-Glycine,1038 mg, L-Histidine,1127 mg, L-Proline,2273 mg, L-Serine,2149 mg, L-Tyrosine,1889 mg",628,36,4,2,12,4,scoops
Wonka,"Candy Bar, Triple Dazzle Caramel",Triple Dazzle Caramel,"Sugar, Cocoa Butter, Corn Syrup, Chocolate, Nonfat Milk, Sweetened Condensed Milk, Butter, Milkfat, Lactose, Less than 2% of Hydrogenated Coconut Oil, Fructose, Natural and Artificial Flavors, Salt, Mono and Diglycerides, Soy Lecithin, TBHQ and Citric Acid,to Preserve Freshness",200,100,12,7,2.5,4,pieces
Honey Drop,Raw Local Honey,,,90,0,0,0,0,1,bottle
Twizzlers,"Candy, Pull-N-Peel, Cherry, King Size","Pull-N-Peel, Cherry, King Size","Corn Syrup, Enriched Wheat Flour,Flour, Niacin, Ferrous Sulfate, Thiamine Mononitrate, Riboflavin, and Folic Acid, Sugar, Contains 2% or Less of: Palm Oil, Glyceryl Monostearate, Salt, Cornstarch, Glycerin, Natural and Artificial Flavor, Citric Acid, Potassium Sorbate,Preservative, Artificial Color,Red 40, Sulfur Dioxide, to Maintain Freshness",140,5,1,0,45,2,pieces
Weber,"Sweet N' Tangy BBQ 6.75 Oz, Seasoning",Seasoning,"Salt, Brown Sugar, Sugar, Dehydrated Tomato, Garlic Powder, Chili Pepper and Other Spices, Onion Powder, Molasses, Maltodextrin, Calcium Stearate and Calcium Slicate,Anti-Caking Agents, Soy Sauce,Wheat, Soybeans, Salt Soy Flour, Wheat Starch, Red Pepper, Extractives of Paprika,Color, Natural Smoke Flavor, Disodium Inosinate and Guanylate, White Distilled Vinegar and Lecithin Contains Soy and Wheat",5,0,0,0,192,1,G
Fischer & Wieser,"Preserves, Raspberry Apricot Pecan",Raspberry Apricot Pecan,"Fruit,Apricots, Raspberries, Sugar, Pecans, Pectin",50,0,0,0,15,1,tbsp
Aah Bisto,"Gravy Mix, The Original",The Original,"Potato Starch, Salt, Wheat Starch, Caramel Color, Dried Yeast, Onion Powder",10,0,0,0,50,1.5,tsp
Virginia Peanut Company,"Peanuts, Brittle 8 Oz",Brittle 8 Oz,"Peanuts, Syrup, Sugar, Baking Soda May Contain Nut Traces",130,40,4,1,12,28,G
Gerber,"Garden Mashers, Cheddar Potatoes & Broccoli",Cheddar Potatoes & Broccoli,"Potatoes,Water, Dried Potatoes, Water, Broccoli, Dried Cheddar Cheese,,Pasteurized Milk, Cheese Culture, Salt, Enzymes, Potato Starch, Butter, Pear Juice Concentrate, Salt, Onion/Powder, Whey,From Milk, Dried Cheese,Cultured Pasteurized Milk, Salt, Enzymes, Dried Yeast, Autolyzed Yeast Extract, Natural Flavor, Buttermilk Powder, Annatto Color and Soy Lecithin",80,20,0,0,1,1,container
Jennie-O Turkey Store,"Turkey Meatballs (821506), Italian Style Lean",Italian Style Lean,"Turkey, Water, Seasoning,Dehydrated Onion, Dried Cane Syrup, Salt, Spices, Dehydrated Garlic, Dehydrated Parsley, Spice Extract, Rice Bran, Soy Protein Concentrate,With Caramel Color, Natural Flavoring",160,80,8,2,4,84,G
Rancher's Reserve,"Beef Steaks, Loin, Top Sirloin","Loin, Top Sirloin",100% US beef,270,180,20,8,0,4,oz
Orion,Choco Pie,,,130,45,5,3.5,48,30,g
Bonga,"Baobab Superfood Chews, Raspberry",,,90,0,1,0,0,1,packet
Rowe Farms,"Chicken Wings, Sweet Paprika",,,290,162,18,5,0,4,pieces
Chobani Greek Yogurt,Salted Caramel Crunch,,,190,45,5,2.5,0,1,container
Jfc International Inc.,Seasoned Plum,,,20,0,0,0,3.5,1,oz
Philadelphia,"Whipped Cream Cheese, Chive",,,35,27,3,2,0,12,gram
Aleia's,"Gluten Free, Chocolate Chunk Cookies",,,80,35,4,2.5,14,1,cookie
Dannon,"Yogurt, Nonfat,  Strawberry Flavor, with Rainbow Sprinkles","Nonfat,  Strawberry Flavor, with Rainbow Sprinkles","Strawberry Flavored Nonfat Yogurt,Cultured Grade A Non Fat Milk, Sugar, Water, Modified Food Starch, Contains Less than 1% of Modified Corn Starch, Kosher Gelatin, Natural Flavors, Agar Agar, Beta Carotene and Black Carrot Juice Concentrate,for Color, Malic Acid, Potassium Sorbate,to Maintain Freshness, Sodium Citrate, Vitamin D3 Naturally and Artificially Flavored Sprinkles Topping,Sugar, Corn Starch, Palm Oil, Palm Kernel Oil, Dextrin, Confectioner's Glaze,Shellac Contains Less than 1% of Soy Lecithin, Carnauba Wax, Red 3, Red 40, Blue 1 Lake, Yellow 5 Lake, Yellow 6 Lake, Red 40 Lake",110,20,2,2,4,1,container
Immaculate Baking Co.,Vanilla Sugar Cookies,,,70,30,3.5,1.5,24,1,cookie
Unknown,French Bread,,,130,10,1.5,0.5,8,2,oz
My Essentials,Butter Pancake Syrup,,,210,0,0,0,12,0.25,cup
It's Delish,Pine Nuts,,Pine Nuts,213,189,21,2,2.8,0.25,cup
Snapple,"Lemonade Iced Tea, Half & Half, Diet","Half & Half, Diet","Our Real Tea Starts with the Finest Tea Leaves and is Made From: Filtered Water, Clarified Lemon Juice Concentrate, Citric Acid, Natural Flavors, Tea, Potassium Citrate, Sucralose, Acesulfame Potassium",10,0,0,0,6,1,bottle
Pacific Gold,Pistachios,,"Pistachios, Salt",180,130,16,2,5,0.25,cup
Comstock,"Pie Filling & Topping, Premium Dark Sweet Cherry",Premium Dark Sweet Cherry,"Dark Sweet Cherries, Water, Liquid Sugar,Natural Sugar, Water, Food Starch-Modified, Natural And Artificial Flavor, Artificial Color,Red 40, Erythorbic Acid,to Promote Color Retention",70,0,0,0,7,89,G
Whole Foods,Cranberry Couscous,,,310,150,17,1.5,3.5,4,oz
Brach's,Trail Mix Clusters,,,220,120,13,5,5,0.25,cup
Snak King,Pop Grains Snack Squares,,,130,40,4.5,0,20,1,oz
La Yogurt,"Rich & Creamy Variety Pack, Probiotic Banana & Strawberry Blended Lowfat Yogurt",Probiotic Banana & Strawberry Blended Lowfat Yogurt,"Banana Ingredients: Cultured Pasteurized Grade A Lowfat Milk, Sugar, Nonfat, Milk Solids, Modified Cornstarch, Banana Puree, Fructose, Kosher Gelatin, Natural Flavors, Citric Acid, Potassium Sorbate,to Maintain Freshness, Turmeric,Color, Vitamin A Palmitate And Vitamin D3 Contains Active Yogurt With L Bulgaricus, S Thermophilus, Bifidobacterium Bb-12,R, L Acidophilus And L,Casei Cultures Contains Milk Gluten Free Strawberry Ingredients: Cultured Pasteurized Grade A Lowfat Milk, Sugar, Nonfat Milk Solids, Modified Cornstarch, Strawberry Puree, Fructose, Kosher Gelatin, Natural Flavors, Potassium Sorbate,to Maintain Freshness, Citric Acid, Red 40, Vitamin A Palmitate And Vitamin D3 Contains Active Yogurt With L Bulgaricus, S Thermophilus, Bifidobacterium Bb-12,R, L Acidophilus And L Casei Cultures Contains Milk",180,15,1,1,0,170,G
Davis Meats,Smoked Sausage,,,280,210,24,8,0,1,link
Essential Everyday,Premium Deli Turkey Breast,,,60,10,1,0,8,2,oz
Southern Home,"Ravioli, Mini Beef, in Tomato & Meat Sauce","Mini Beef, in Tomato & Meat Sauce","Water, Tomato Puree,Water, Tomato Paste, Enriched Wheat Flour,Flour, Malted Barley Flour, Niacin, Ferrous Sulfate, Thiamine Mononitrate, Riboflavin, Folic Acid, Beef, Crackermeal,Wheat Flour Enriched with Niacin, Iron, Thiamine Mononitrate, Riboflavin, Folic Acid, High Fructose Corn Syrup, Salt, Carrots, Food Starch-Modified, Textured Vegetable Protein,Soy Flour, Caramel Color, Dehydrated Onion, Citric Acid, Caramel Color, Monosodium Glutamate, Enzyme Modified Cheddar Cheese,Cheddar Cheese,Pasteurized Milk, Cheese Cultures, Salt, Enzymes, Water, Sodium Citrate, Disodium Phosphate, Enzymes, Natural Flavor, Hydrolyzed Corn Gluten, Soy and Wheat Gluten Protein, Partially Hydrogenated Soybean and Cottonseed Oils",220,60,7,2,2,1,cup
Market Pantry,"Cookies, White Frosted Mini Sugar",,,130,40,4.5,2,10,2,cookies
SunRype,"Juice, Tropical Blend",,,130,0,0,0,0,250,ml
Sprouts Farmers Market,Kalamata Olive,,,150,25,3,0,7,57,g
Mama Rosie's,Regular Cheese Ravioli,,"Ricotta Cheese,Whey, Milk, Cream, Vinegar, Enriched Durum Flour,Flour, Niacin, Ferrous Sulfate, Thiamine Mononitrate, Riboflavin, Folic Acid, Water, Egg Whites,Egg Whites, Water, Guar Gum, Imported Pecorino Romano Cheese,Sheep's Milk, Rennet, Sea Salt and Spices",250,35,4,2,6,9,pieces
El Paso Chile Company,"Drink Mix, Appletini",Appletini,"Drink Mix: Sucrose, Citric Acid Modified Food Starch, Partially Hydrogenated Soybean and Cottonseed Oil Flavor Concentrate: Filtered Water, Natural and Artificial,Apple Flavors, Yellow 5 and Blue1",150,0,0,0,16,6,oz
Giant,Santa Fe Style Salad,,,280,170,19,4,0,1,container
Nature Valley,"Sweet & Salty, Dark Chocolate Nut",,,170,72,8,3,1,1,bar
Shenandoahs Pride,"Milk, Lowfat, Ultimate Chocolate, 1% Milkfat","Lowfat, Ultimate Chocolate, 1% Milkfat","Skim Milk, Milk, Sugar, Cocoa,Processed with Alkali, Corn Starch, Salt, Carrageenan, Guar Gum, Artificial Flavor, Vitamin A Palmitate and Vitamin D3",180,25,2,1,8,1,cup
Priyems Dosa Batter,Rice-Lentil Crepe Batter,,,120,5,0,0,12,1,dosa
Bumble Bar,"Organic Energy Bar, Original with Almond",Original with Almond,"Organic Sesame Seeds, Organic Almonds, Organic Brown Rice Syrup, Organic Evaporated Cane Juice, Organic Flax Seeds, Organic Extract of Vanilla, Organic Cinnamon, Sea Salt, Natural Vitamin E for Freshness Processing Agents: Organic Sunflower Oil and/or Organic Safflower Oil Gluten free",230,130,15,2,15,1,bar
Contadina,"Tomato Paste, Club Pack",Club Pack,Tomatoes,30,0,0,0,96,33,G
Sensations,Black Bean & Corn Salsa,,,25,0,0,0,0,0.25,cup
