instant;dteday;season;yr;mnth;holiday;weekday;workingday;weathersit;temp_celsius;windspeed_kh;atemp;hum;casual;registered;cnt
548;01/07/2012;3;1;7;0;0;0;1;33,449153;11,291443;0,750629;51,875;1421;4110;5531
549;02/07/2012;3;1;7;0;1;1;1;32,048347;13,082889;0,702038;44,7083;904;5323;6227
550;03/07/2012;3;1;7;0;2;1;1;32,014153;8,457879;0,70265;49,2083;1052;5608;6660
551;04/07/2012;3;1;7;1;3;0;1;32,355847;9,04165;0,732337;53,875;2562;4841;7403
552;05/07/2012;3;1;7;0;4;1;1;33,9275;12,999943;0,761367;45,7917;1405;4836;6241
553;06/07/2012;3;1;7;0;5;1;1;33,961653;9,791514;0,752533;45,0833;1366;4841;6207
554;07/07/2012;3;1;7;0;6;0;1;35,328347;10,958118;0,804913;49,2083;1448;3392;4840
555;08/07/2012;3;1;7;0;0;0;1;33,7225;8,417143;0,790396;57,375;1203;3469;4672
556;09/07/2012;3;1;7;0;1;1;2;29,144153;12,125325;0,654054;68,3333;998;5571;6569
557;10/07/2012;3;1;7;0;2;1;2;29,554153;10,166379;0,664796;66,75;954;5336;6290
558;11/07/2012;3;1;7;0;3;1;1;29,383347;10,166111;0,650271;63,3333;975;6289;7264
559;12/07/2012;3;1;7;0;4;1;1;29,349153;9,833925;0,654683;52,9583;1032;6414;7446
560;13/07/2012;3;1;7;0;5;1;2;29,998347;5,41695;0,667933;48,5833;1511;5988;7499
561;14/07/2012;3;1;7;0;6;0;2;28,836653;9,626493;0,666042;69,9167;2355;4614;6969
562;15/07/2012;3;1;7;0;0;0;1;30,579153;11,166689;0,705196;71,7917;1920;4111;6031
563;16/07/2012;3;1;7;0;1;1;1;31,296653;11,000529;0,724125;64,5;1088;5742;6830
564;17/07/2012;3;1;7;0;2;1;1;33,551653;7,666743;0,755683;50,5833;921;5865;6786
565;18/07/2012;3;1;7;0;3;1;1;32,526653;9,208614;0,745583;57,7083;799;4914;5713
566;19/07/2012;3;1;7;0;4;1;1;31,57;11,083743;0,714642;60,0417;888;5703;6591
567;20/07/2012;3;1;7;0;5;1;2;27,299153;14,000789;0,613025;84,4167;747;5123;5870
568;21/07/2012;3;1;7;0;6;0;3;24,429153;14,2911;0,549912;86,5417;1264;3195;4459
569;22/07/2012;3;1;7;0;0;0;2;27,3675;6,2926936;0,623125;76,25;2544;4866;7410
570;23/07/2012;3;1;7;0;1;1;1;30,408347;9,291761;0,690017;69,4167;1135;5831;6966
571;24/07/2012;3;1;7;0;2;1;1;30,784153;14,167418;0,70645;65,5;1140;6452;7592
572;25/07/2012;3;1;7;0;3;1;1;29,690847;11,0416;0,654054;45;1383;6790;8173
573;26/07/2012;3;1;7;0;4;1;1;31,843347;19,082471;0,739263;59,6667;1036;5825;6861
574;27/07/2012;3;1;7;0;5;1;1;32,048347;10,250464;0,734217;59,4583;1259;5645;6904
575;28/07/2012;3;1;7;0;6;0;1;30,989153;10,54245;0,697604;61,3333;2234;4451;6685
576;29/07/2012;3;1;7;0;0;0;1;29,588347;11,416532;0,667933;62,375;2153;4444;6597
577;30/07/2012;3;1;7;0;1;1;1;29,964153;10,292339;0,684987;66,875;1040;6065;7105
578;31/07/2012;3;1;7;0;2;1;1;29,246653;11,083475;0,662896;70,4167;968;6248;7216
579;01/08/2012;3;1;8;0;3;1;1;29,4175;9,458993;0,667308;67,75;1074;6506;7580
580;02/08/2012;3;1;8;0;4;1;1;30,8525;8,666718;0,707088;65,9583;983;6278;7261
581;03/08/2012;3;1;8;0;5;1;2;31,399153;14,458064;0,722867;64,25;1328;5847;7175
582;04/08/2012;3;1;8;0;6;0;1;32,526653;17,249686;0,751267;61,3333;2345;4479;6824
583;05/08/2012;3;1;8;0;0;0;1;31,535847;19,458207;0,731079;65,25;1707;3757;5464
584;06/08/2012;3;1;8;0;1;1;2;30,8525;8,666718;0,710246;65,4167;1233;5780;7013
585;07/08/2012;3;1;8;0;2;1;2;30,169153;7,832836;0,697621;70,375;1278;5995;7273
586;08/08/2012;3;1;8;0;3;1;2;30,75;7,4169;0,707717;67,2917;1263;6271;7534
587;09/08/2012;3;1;8;0;4;1;1;30,989153;10,4587;0,699508;62,0417;1196;6090;7286
588;10/08/2012;3;1;8;0;5;1;2;29,349153;16,000471;0,667942;71,5833;1065;4721;5786
589;11/08/2012;3;1;8;0;6;0;2;28,3925;13,834093;0,638267;73,2917;2247;4052;6299
590;12/08/2012;3;1;8;0;0;0;1;28,734153;8,208304;0,644579;53,0417;2182;4362;6544
591;13/08/2012;3;1;8;0;1;1;1;29,554153;9,126204;0,662254;54,5417;1207;5676;6883
592;14/08/2012;3;1;8;0;2;1;1;29,793347;11,333586;0,676779;68,6667;1128;5656;6784
593;15/08/2012;3;1;8;0;3;1;1;28,973347;11,374657;0,654037;61,9583;1198;6149;7347
594;16/08/2012;3;1;8;0;4;1;1;29,485847;9,500332;0,654688;51,9167;1338;6267;7605
595;17/08/2012;3;1;8;0;5;1;1;29,656653;15,500718;0,2424;57,0833;1483;5665;7148
596;18/08/2012;3;1;8;0;6;0;1;27,811653;11,917089;0,618071;60,3333;2827;5038;7865
597;19/08/2012;3;1;8;0;0;0;2;26,069153;5,79215;0,603554;71,1667;1208;3341;4549
598;20/08/2012;3;1;8;0;1;1;2;26,069153;8,708593;0,595967;73,4167;1026;5504;6530
599;21/08/2012;3;1;8;0;2;1;1;26,615847;4,8756436;0,601025;67,375;1081;5925;7006
600;22/08/2012;3;1;8;0;3;1;1;27,3675;4,7089811;0,621854;67,7083;1094;6281;7375
601;23/08/2012;3;1;8;0;4;1;1;28,529153;5,6679186;0,637008;63,5833;1363;6402;7765
602;24/08/2012;3;1;8;0;5;1;2;28,8025;4,8337686;0,6471;61,5;1325;6257;7582
603;25/08/2012;3;1;8;0;6;0;2;27,128347;16,375336;0,618696;71,2917;1829;4224;6053
604;26/08/2012;3;1;8;0;0;0;2;26,786653;15,333486;0,595996;84,5833;1483;3772;5255
605;27/08/2012;3;1;8;0;1;1;1;28,836653;8,625111;0,654688;73,0417;989;5928;6917
606;28/08/2012;3;1;8;0;2;1;1;29,861653;12,791975;0,66605;62;935;6105;7040
607;29/08/2012;3;1;8;0;3;1;1;28,085;7,541654;0,635733;55,2083;1177;6520;7697
608;30/08/2012;3;1;8;0;4;1;1;28,973347;5,1668189;0,652779;59,0417;1172;6541;7713
609;31/08/2012;3;1;8;0;5;1;1;31,330847;11,291711;0,6894;58,75;1433;5917;7350
610;01/09/2012;3;1;9;0;6;0;2;30,886653;7,583529;0,702654;63,8333;2352;3788;6140
611;02/09/2012;3;1;9;0;0;0;2;28,563347;4,2927436;0,649;81,5;2613;3197;5810
612;03/09/2012;3;1;9;1;1;0;1;29,0075;10,125107;0,661629;79,0833;1965;4069;6034
613;04/09/2012;3;1;9;0;2;1;1;29,759153;15,833507;0,686888;75,5;867;5997;6864
614;05/09/2012;3;1;9;0;3;1;1;30,203347;12,583136;0,708983;74,125;832;6280;7112
615;06/09/2012;3;1;9;0;4;1;2;28,563347;9,542207;0,655329;81,0417;611;5592;6203
616;07/09/2012;3;1;9;0;5;1;1;28,836653;11,500282;0,657204;73,625;1045;6459;7504
617;08/09/2012;3;1;9;0;6;0;2;27,025847;18,833968;0,611121;79,9167;1557;4419;5976
618;09/09/2012;3;1;9;0;0;0;1;25,01;15,041232;0,578925;54,75;2570;5657;8227
619;10/09/2012;3;1;9;0;1;1;1;23,916653;17,333771;0,565654;50,375;1118;6407;7525
620;11/09/2012;3;1;9;0;2;1;1;23,6775;6,1676314;0,554292;52;1070;6697;7767
621;12/09/2012;3;1;9;0;3;1;1;24,565847;8,833682;0,570075;57,7083;1050;6820;7870
622;13/09/2012;3;1;9;0;4;1;1;25,1125;5,5422936;0,579558;63,7083;1054;6750;7804
623;14/09/2012;3;1;9;0;5;1;1;25,966653;6,958821;0,594083;67,25;1379;6630;8009
624;15/09/2012;3;1;9;0;6;0;1;24,941653;16,583907;0,585867;50,1667;3160;5554;8714
625;16/09/2012;3;1;9;0;0;0;1;23,78;6,0422811;0,563125;57;2166;5167;7333
626;17/09/2012;3;1;9;0;1;1;2;23,814153;10,166714;0,55305;73,4583;1022;5847;6869
627;18/09/2012;3;1;9;0;2;1;2;25,556653;23,958329;0,565067;87,25;371;3702;4073
628;19/09/2012;3;1;9;0;3;1;1;22,6525;14,416725;0,540404;53,6667;788;6803;7591
629;20/09/2012;3;1;9;0;4;1;1;22,413347;7,917189;0,532192;61,8333;939;6781;7720
630;21/09/2012;3;1;9;0;5;1;1;24,565847;10,333343;0,571971;66,875;1250;6917;8167
631;22/09/2012;3;1;9;0;6;0;1;26,65;19,000061;0,610488;64,6667;2512;5883;8395
632;23/09/2012;4;1;9;0;0;0;1;21,695847;14,958286;0,518933;46,7083;2454;5453;7907
633;24/09/2012;4;1;9;0;1;1;1;21,080847;9,541068;0,502513;49,2917;1001;6435;7436
634;25/09/2012;4;1;9;0;2;1;1;22,55;15,833507;0,544179;57;845;6693;7538
635;26/09/2012;4;1;9;0;3;1;1;26,035;16,3748;0,596613;63,0833;787;6946;7733
636;27/09/2012;4;1;9;0;4;1;2;26,65;9,000914;0,607975;69,0833;751;6642;7393
637;28/09/2012;4;1;9;0;5;1;2;25,385847;10,999993;0,585863;69;1045;6370;7415
638;29/09/2012;4;1;9;0;6;0;1;22,2425;15,249468;0,530296;54,2917;2589;5966;8555
639;30/09/2012;4;1;9;0;0;0;1;21,593347;9,042186;0,517663;58,3333;2015;4874;6889
640;01/10/2012;4;1;10;0;1;1;2;21,354153;6,0838814;0,512;64,9167;763;6015;6778
641;02/10/2012;4;1;10;0;2;1;3;24,224153;6,999825;0,542333;87,1667;315;4324;4639
642;03/10/2012;4;1;10;0;3;1;2;26,9575;4,4585686;0,599133;79,375;728;6844;7572
643;04/10/2012;4;1;10;0;4;1;2;26,9575;7,875582;0,607975;72,2917;891;6437;7328
644;05/10/2012;4;1;10;0;5;1;1;25,215;7,12545;0,580187;62,75;1516;6640;8156
645;06/10/2012;4;1;10;0;6;0;1;22,720847;17,957675;0,538521;66,4167;3031;4934;7965
646;07/10/2012;4;1;10;0;0;0;2;17,049153;9,457854;0,419813;70,8333;781;2729;3510
647;08/10/2012;4;1;10;1;1;0;2;15,716653;12,708493;0,387608;70,9583;874;4604;5478
648;09/10/2012;4;1;10;0;2;1;2;18,313347;12,7501;0,438112;76,1667;601;5791;6392
649;10/10/2012;4;1;10;0;3;1;1;21,080847;12,584007;0,503142;63,0833;780;6911;7691
650;11/10/2012;4;1;10;0;4;1;1;17,835;12,166932;0,431167;46,3333;834;6736;7570
651;12/10/2012;4;1;10;0;5;1;1;17,9375;15,751164;0,433071;53,9167;1060;6222;7282
652;13/10/2012;4;1;10;0;6;0;1;16,126653;9,791514;0,391396;49,4583;2252;4857;7109
653;14/10/2012;4;1;10;0;0;0;1;21,388347;18,667004;0,508204;64,0417;2080;4559;6639
654;15/10/2012;4;1;10;0;1;1;2;23,028347;19,834479;0,53915;70,75;760;5115;5875
655;16/10/2012;4;1;10;0;2;1;1;19,201653;12,208807;0,460846;55,8333;922;6612;7534
656;17/10/2012;4;1;10;0;3;1;1;18,689153;6,791857;0,450108;69,2917;979;6482;7461
657;18/10/2012;4;1;10;0;4;1;2;21,4225;15,874779;0,512625;72,8333;1008;6501;7509
658;19/10/2012;4;1;10;0;5;1;2;23,096653;9,041918;0,537896;81,5;753;4671;5424
659;20/10/2012;4;1;10;0;6;0;1;19,850847;7,874979;0,472842;57,2917;2806;5284;8090
660;21/10/2012;4;1;10;0;0;0;1;19,030847;11,125618;0,456429;51;2132;4692;6824
661;22/10/2012;4;1;10;0;1;1;1;19,9875;5,4593811;0,482942;56,8333;830;6228;7058
662;23/10/2012;4;1;10;0;2;1;1;22,310847;6,3345686;0,530304;64,1667;841;6625;7466
663;24/10/2012;4;1;10;0;3;1;1;24,0875;4,8762064;0,558721;63,625;795;6898;7693
664;25/10/2012;4;1;10;0;4;1;2;22,55;8,333125;0,529688;80,0417;875;6484;7359
665;26/10/2012;4;1;10;0;5;1;2;22,379153;8,875289;0,52275;80,7083;1182;6262;7444
666;27/10/2012;4;1;10;0;6;0;2;21,73;15,791364;0,515133;72;2643;5209;7852
667;28/10/2012;4;1;10;0;0;0;2;19,5775;26,666536;0,467771;69,4583;998;3461;4459
668;29/10/2012;4;1;10;0;1;1;3;18,04;23,9994;0,4394;88;2;20;22
669;30/10/2012;4;1;10;0;2;1;2;13,045462;14,271603;0,309909;82,5455;87;1009;1096
670;31/10/2012;4;1;10;0;3;1;2;14,6575;11,166689;0,3611;66,6667;419;5147;5566
671;01/11/2012;4;1;11;0;4;1;2;14,999153;10,542182;0,369942;58,1667;466;5520;5986
672;02/11/2012;4;1;11;0;5;1;1;14,555;17,833725;0,356042;52,2083;618;5229;5847
673;03/11/2012;4;1;11;0;6;0;2;14,076653;18,125443;0,323846;49,125;1029;4109;5138
674;04/11/2012;4;1;11;0;0;0;1;13,359153;12,000236;0,329538;53,2917;1201;3906;5107
675;05/11/2012;4;1;11;0;1;1;1;13,085847;15,833775;0,308075;49,4167;378;4881;5259
676;06/11/2012;4;1;11;0;2;1;1;11,514153;11,625371;0,281567;56,7083;466;5220;5686
677;07/11/2012;4;1;11;0;3;1;2;12,129153;20,375236;0,274621;54,75;326;4709;5035
678;08/11/2012;4;1;11;0;4;1;1;14,439134;23,304945;0,341891;33,3478;340;4975;5315
679;09/11/2012;4;1;11;0;5;1;1;14,828347;14,375386;0,355413;54,0833;709;5283;5992
680;10/11/2012;4;1;11;0;6;0;1;15,955847;3,8756686;0,393937;64,5417;2090;4446;6536
681;11/11/2012;4;1;11;0;0;0;1;17,254153;8,5425;0,421713;65,9167;2290;4562;6852
682;12/11/2012;4;1;11;1;1;0;1;19,885;11,625639;0,475383;74,1667;1097;5172;6269
683;13/11/2012;4;1;11;0;2;1;2;14,076653;22,917082;0,323225;66,2917;327;3767;4094
684;14/11/2012;4;1;11;0;3;1;1;11,855847;13,374875;0,281563;55,2083;373;5122;5495
685;15/11/2012;4;1;11;0;4;1;2;13,188347;10,250129;0,324492;62,0417;320;5125;5445
686;16/11/2012;4;1;11;0;5;1;1;14,145;11,458675;0,347204;52,4583;484;5214;5698
687;17/11/2012;4;1;11;0;6;0;1;13,325;12,041843;0,326383;54,5417;1313;4316;5629
688;18/11/2012;4;1;11;0;0;0;1;14,0425;15,250004;0,337746;69,2917;922;3747;4669
689;19/11/2012;4;1;11;0;1;1;2;15,614153;15,749489;0,375621;62,3333;449;5050;5499
690;20/11/2012;4;1;11;0;2;1;2;15,340847;5,542575;0,380667;68,5;534;5100;5634
691;21/11/2012;4;1;11;0;3;1;1;14,486653;6,917482;0,364892;61,375;615;4531;5146
692;22/11/2012;4;1;11;1;4;0;1;13,94;3,5423436;0,350371;58,0417;955;1470;2425
693;23/11/2012;4;1;11;0;5;1;1;15,101653;9,917407;0,378779;56,875;1603;2307;3910
694;24/11/2012;4;1;11;0;6;0;1;11,411653;25,250357;0,248742;40,4583;532;1745;2277
695;25/11/2012;4;1;11;0;0;0;1;10,079153;10,0835;0,257583;46,8333;309;2115;2424
696;26/11/2012;4;1;11;0;1;1;1;12,846653;3,12555;0,339004;53,5417;337;4750;5087
697;27/11/2012;4;1;11;0;2;1;2;11,958347;15,916654;0,281558;78,6667;123;3836;3959
698;28/11/2012;4;1;11;0;3;1;1;12,163347;14,125007;0,289762;50,625;198;5062;5260
699;29/11/2012;4;1;11;0;4;1;1;11,51567;7,739974;0,298422;55,5652;243;5080;5323
700;30/11/2012;4;1;11;0;5;1;1;12,231653;3,9175436;0,323867;64,9583;362;5306;5668
701;01/12/2012;4;1;12;0;6;0;2;12,231653;4,0001814;0,316904;80,6667;951;4240;5191
702;02/12/2012;4;1;12;0;0;0;2;14,2475;8,333393;0,359208;82,3333;892;3757;4649
703;03/12/2012;4;1;12;0;1;1;1;18,5525;5,5422936;0,455796;76,75;555;5679;6234
704;04/12/2012;4;1;12;0;2;1;1;19,509153;11,666643;0,469054;73,375;551;6055;6606
705;05/12/2012;4;1;12;0;3;1;1;17,971653;21,709407;0,428012;48,5;331;5398;5729
706;06/12/2012;4;1;12;0;4;1;1;10,489153;11,708518;0,258204;50,875;340;5035;5375
707;07/12/2012;4;1;12;0;5;1;2;13,154153;8,7502;0,321958;76,4167;349;4659;5008
708;08/12/2012;4;1;12;0;6;0;2;15,648347;6,792393;0,389508;91,125;1153;4429;5582
709;09/12/2012;4;1;12;0;0;0;2;15,750847;10,584325;0,390146;90,5417;441;2787;3228
710;10/12/2012;4;1;12;0;1;1;2;17,869153;12,750636;0,435575;92,5;329;4841;5170
711;11/12/2012;4;1;12;0;2;1;2;14,486653;19,834479;0,338363;59,6667;282;5219;5501
712;12/12/2012;4;1;12;0;3;1;2;12,1975;10,916779;0,297338;53,8333;310;5009;5319
713;13/12/2012;4;1;12;0;4;1;1;12,129153;11,666643;0,294188;48,5833;425;5107;5532
714;14/12/2012;4;1;12;0;5;1;1;11,548347;8,792343;0,294192;64,2917;429;5182;5611
715;15/12/2012;4;1;12;0;6;0;1;13,290847;7,12545;0,338383;65,0417;767;4280;5047
716;16/12/2012;4;1;12;0;0;0;2;14,8625;6,749714;0,369938;83,875;538;3248;3786
717;17/12/2012;4;1;12;0;1;1;2;16,126653;6,5833061;0,4015;90,7083;212;4373;4585
718;18/12/2012;4;1;12;0;2;1;1;16,844153;14,834068;0,409708;66,625;433;5124;5557
719;19/12/2012;4;1;12;0;3;1;1;13,6325;12,334164;0,342162;62,5417;333;4934;5267
720;20/12/2012;4;1;12;0;4;1;2;13,53;8,875021;0,335217;66,7917;314;3814;4128
721;21/12/2012;1;1;12;0;5;1;2;13,393347;25,083661;0,301767;55,6667;221;3402;3623
722;22/12/2012;1;1;12;0;6;0;1;10,899153;27,292182;0,236113;44,125;205;1544;1749
723;23/12/2012;1;1;12;0;0;0;1;10,079153;8,916561;0,259471;51,5417;408;1379;1787
724;24/12/2012;1;1;12;0;1;1;2;9,483464;5,1744368;0,2589;79,1304;174;746;920
725;25/12/2012;1;1;12;1;2;0;2;11,943464;11,304642;0,294465;73,4783;440;573;1013
726;26/12/2012;1;1;12;0;3;1;3;9,976653;21,208582;0,220333;82,3333;9;432;441
727;27/12/2012;1;1;12;0;4;1;2;10,420847;23,458911;0,226642;65,2917;247;1867;2114
728;28/12/2012;1;1;12;0;5;1;2;10,386653;10,416557;0,255046;59;644;2451;3095
729;29/12/2012;1;1;12;0;6;0;2;10,386653;8,333661;0,2424;75,2917;159;1182;1341
730;30/12/2012;1;1;12;0;0;0;1;10,489153;23,500518;0,2317;48,3333;364;1432;1796
731;31/12/2012;1;1;12;0;1;1;2;8,849153;10,374682;0,223487;57,75;439;2290;2729
